"226 Kentucky Ave SE Unit C-4,","Washington, DC 20003","$879,000",3,2.5,"1,660","Only-1 Remaining. . Almost Sold-Out. .. Hurry, , One Condo Remaining! HURRY * * Chic Urban Residences, Set in an Intimate 4-Unit Townhome Style Boutique Condo Building, Aptly Named "" THE REID"" * The Condo - Townhome ""HYBRID"" Boast Two- Models, w/ Impeccable interior finishes, that is certain to please the most demanding buyer. * The Chateau Model, Upper Level Condo Units 3 & 4 Features 3 Bedrooms 2 Full Baths and 1 HB * an Elegant, Urban City-Sleek Floor Plan, equally as Charming w/ Luxurious Appointments which also creates a Modern & Timeless place for both Relaxation, and Entertaining! Enter the Sun-filled Model on the Second Level, into a Classy finished Interior, with Tall Open Windows, Oak Plank Lauzon Hardwood Floors, Impeccable finishes, such as Custom Paneled Wood Walls, w/ Closet Space and Storage * Gourmet Kitchens in each unit are Paired with Italian White Quarts Counter-Tops, Huge Island, w/ Water-Falls, Solid Wood Cabinetry featuring Custom Recess lighting * Stainless Steel Appliances with Gas Cooking * Washer & Dryer * Long Sleek Hallways, Custom Painted, which leads to a 2nd back Entry, and an Open 7"" Stairwell to the Upper Level. Upper Level Features, 3 Open Rooms to be Utilized to your Hearts Desire and Imagination, with Open Access to a Massive Custom Tiled, Roof-Top Deck, with Amazing Views! * The Chateau Model also features a Sleek Spacious Balcony, for Relaxing and Entertaining which Opens and Overlooks the Backyard. All of this and soo much more in a Pet Friendly Boutique Building with Low fees!! Walk 5 minutes to the Amazing Brand new Safeway, 10 minutes to Eastern Market, and the Eastern Market Metro, Capitol Hill Parks, Restaurants and Shops. . Superb Location. Alarm Codes are in Showing-time messages. Bring Seller an Offer!",Active,88 days,Townhouse,$246/month,2021,OLD CITY I,,DCDC2012328,"$879,000",$530,"$879,402","Art Deco, Beaux Arts, Bilevel, Contemporary",38.8869488,-76.9875502,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/226-Kentucky-Ave-SE-20003/unit-C-4/home/176330120,Payne Elementary School,8,346
"1300 4th St SE #603,","Washington, DC 20003","$900,000",2,2,"1,050","Welcome Home to the Luxurious Bower in the Heart of Navy Yard! Built in 2019, this two bedroom, two bath condo boasts wide plank hardwood flooring and floor-to-ceiling windows flooding the space with natural light. With over 1000 sqft, not including the large private balcony with water views, the spacious floor plan allows for ample living space and a dining area. The gourmet kitchen features Bosch appliances, quartz counters, and high-end Italian cabinetry. The primary bedroom includes an en suite with modern fixtures and a walk-in closet with custom built-in shelving. Off of the main living area you’ll find the second bedroom, which can fit a large bed or be used as the perfect office for your WFH needs. Parking included!! Building amenities include a 24/7 concierge, fitness center, and a rooftop terrace with a grill and some of the most spectacular views in DC. Right out the front door you are surrounded by some of the hottest restaurants and nightlife DC has to offer!",Active,93 days,Condo,$976/month,2018,WASHINGTON NAVY YARD,,DCDC2011164,"$900,000",$857,"$881,820",Contemporary,38.8746658,-77.0001717,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/1300-4th-St-SE-20003/unit-603/home/160755760,Eagle Academy Public Charter School - Capitol Riverfront,6,156
"207 3rd St SE,","Washington, DC 20003","$2,050,000",—,—,"4,406","Developers/Investors Alert! 6 unit condo can be built under grand father certificate of occupancy Close to Capitol Hill, Library of Congress, Metro, entertainment etc. Walk Score 95 and Bike Score 97. This gem is located at the heart of Capitol Hill. Interior Demo completed including asbestos and LBP as per EPA and DDOE regulations.",Active,85 days,Townhouse,,1890,CAPITOL HILL,"2,124 Sq. Ft.",DCDC2013044,"$2,050,000",$465,"$3,245,988",Colonial,38.8865994,-77.0023191,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/207-3rd-St-SE-20003/home/9891871,Brent Elementary School,8,432
"337 Kentucky Ave SE,","Washington, DC 20003","$969,900",2,1,"1,072","Come see this wonderful rowhome in sought after Kentucky Ave, Capitol Hill! Perfectly situated between Lincoln Park and Pennsylvania Ave, this home boasts 2 bedrooms + Den/Office space with a full bathroom on the upper level. There is plumbing in the basement that can allow for an additional bathroom and additional living space. Main level is open with both living and dining flowing into the kitchen in the rear. There is an unusable car port in the back yard that can be renovated along with a deck, and patio for lounging. Footsteps from Safeway, retail, the Potomac Ave Metrorail and bus stations. Accessible to 295 via Pennsylvania Ave. With a little bit of elbow grease this house can be like new!",Active,109 days,Townhouse,,1925,OLD CITY I,"1,280 Sq. Ft.",DCDC2009436,"$969,900",$905,"$945,716",Federal,38.8845174,-76.9861889,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/337-Kentucky-Ave-SE-20003/home/9914878,Watkins Elementary School (capitol Hill Cluster),7,444
"70 N St SE #413,","Washington, DC 20003","$889,900",2,2,"1,182","Ask about our $10,000 closing costs special for all sales by 12/15/21! MODEL HOME - PRICE INCLUDES FURNITURE AND DECOR BY Akseizer Design Group. South facing w/ lots of floor-to-ceiling windows in the MBR and the living area. Kitchen includes ample storage space plus Bosch appliances, gas cooking, Silestone countertops, gloss white cabinets. Baths include linen storage as well as marble/tile floors. Hardwood throughout. Enjoy amenities including a roof top deck w/ views of Nats Park and the rivers, grills, ample seating and an outdoor TV. Indoor/outdoor owner's lounge includes shuffle board, refrigerator, icemaker, and room for fun. Other building features include a fitness center, Zen garden w/ firepit and fountain, a fitness center and 16-hour a day concierge. Ask for information on joining the pool which is accessible from the rooftop. Garage parking available at additional charge. Live close to everything the Navy Yard has to offer. New restaurants at eNvy include Silver Diner, Chicken and Whiskey, Kilwins (a confectioner) and 99 Tap House. Many other new restaurants are open/opening over the course of 2021 and are located just around the corner on Half Street, joining the myriad other options throughout the neighborhood. Navy Yard is a great neighborhood known for professional sports and fun! Metro is within a block. Or walk to work at Navy Yard, DOT or Capitol Hill. Short hop to National Airport and Amazon HQ. Can't beat the convenience of this location.",Active,106 days,Condo,$641/month,2020,OLD CITY I,,DCDC2009908,"$889,900",$753,"$889,453",Transitional,38.874779,-77.0079074,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/70-N-St-SE-20024/unit-413/home/167115021,"High Road Primary Academy of Washington, Dc",7,-
"242 14th St SE Unit B,","Washington, DC 20003","$989,900",3,2.5,"1,713","Owners says sell!!! Huge price drop and ready to move in, just in time for the holidays, in this elegant contemporary townhouse in historic and beautiful Capitol Hill! With precision construction, this dynamic home is perfect for the working professional, or growing family. This one-of-a-kind builder owned home offers off-street parking, chic finishes, grand views of the Nation’s Capital, and the privacy of an urban private getaway. The home sports an owner’s suite with two spacious closets, including a walk-in, bathed in natural sun light, an airy private balcony, and a sauna-style bathroom with dual vanity, large soaking tub, and rain shower and three shower heads. The stunning chef-approved gourmet kitchen was built, with quartz counter tops, high-end stainless-steel appliances and a walk-in pantry for added storage and efficiency. A distinctive bar adorns the kitchen and makes for a unique space for entertainment and lounging. The main floor allows the flawless welcoming warmth of sunlight through floor to ceiling mitered glass, with an open view of the private courtyard and garden. With efficiency and comfort in mind this home contains custom built-in bookshelves, custom handrails and extra storage space, walk-in closets, high ceilings, recessed lights, and hardwood floors throughout. Third level hosts two rooms that could be used as two bedrooms or opened to use as an over sized bedroom. As an added benefit, enjoy one of the highest rooftop terraces with unobstructed, amazing views for miles around the District, Maryland, and Virginia. Just blocks away from grocery stores, diners, and unique retail shopping; a half mile away from the Metro, Lincoln Park and Barracks Row; a mile away from the H Street Corridor and Union Market there is so much to love about this great neighborhood, and you can enjoy it all from your new home at 242B 14th Street SE!",Active,119 days,Townhouse,$20/month,1900,OLD CITY I,,DCDC2008066,"$989,900",$578,"$1,003,920",Contemporary,38.8858129,-76.9852215,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/242-14th-St-SE-20003/unit-B/home/145428592,Payne Elementary School,8,346
"70 N St SE #511,","Washington, DC 20003","$449,900",1,1,546,"Fall special: $10,000 towards closing costs for contracts written before 12/15/21 and when using 1 of designated lenders and RGS Title. eNvy is ready to move-in. Enjoy professional baseball and soccer plus the myriad new restaurants and retail moving to this hot, fun area. Retail at street level at eNvy includes: Chicken & Whiskey, Kilwin's confectionary and 99 Taphouse. It's less than 1 block to Metro. Views to Nats Park (and the river) from roof top terrace. Roof-top w/ grills, TVs, lots of seating and resident's lounge. 2-story lobby with library, concierge, waiting lounge and conference table. Pool membership available. Jr. 1BR condo features include: hardwood thru-out, marble & limestone in baths. Kitchens: Bosch appliances, Silestone counters, 42"" gloss white cabinets. Meko shades included.",Active,106 days,Condo,$297/month,2020,OLD CITY I,,DCDC2009914,"$449,900",$824,"$459,756",,38.8747541,-77.0067703,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/70-N-St-SE-20024/unit-511/home/173632636,"High Road Primary Academy of Washington, Dc",7,-
"630 Browns Ct SE,","Washington, DC 20003","$699,000",2,1.5,700,"NEW IMPROVED PRICE! Like living at the end of a quiet suburban cul-de-dac -- and yet just steps from Eastern Market. This hidden gem is very secluded, tucked away from the busier surrounding streets. Enjoy your morning coffee at the custom granite breakfast counter. Oak hardwoods throughout the first floor give way to stunning Brazilian cherry upstairs. Don't miss the designer bathroom with gorgeous encaustic tile under one of two skylights. A dedicated parking space can be accessed directly from the back door. Separately, the identical unit next door is for sale by the same owner. This is a rare opportunity to buy the entire two-unit building (built in 1991-92). Live in one and rent out the other! Closing help available.",Active,127 days,Townhouse,,1991,CAPITOL HILL,627 Sq. Ft.,DCDC2006926,"$699,000",$999,"$685,355",Traditional,38.8882229,-76.9968365,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/630-Browns-Ct-SE-20003/home/9899962,Brent Elementary School,8,432
"38 Kings Ct SE,","Washington, DC 20003","$165,000",—,—,756,"Developer/Investor Alert! Prime Capitol Hill alley parcel available in a rapidly developing area of one of the city’s most desirable neighborhoods. Recent zoning changes have permitted the development of alley lots as single-family homes for the first time in a generation, making this an excellent opportunity for the right buyer. Additionally, the existing garage can be a great income source while your design and permits are being finalized or an excellent long-term investment. Walk to Potomac Avenue Metro, Eastern Market/Barracks Row, The Roost by Neighborhood Restaurant Group, Pretzel Bakery, and more! Overall lot dimensions are 21’ wide x 36’ deep, more than double the footprint of the existing garage.",Active,115 days,Vacant Land,,,OLD CITY I,756 Sq. Ft.,DCDC2008294,"$165,000",,"$154,734",,38.8857954,-76.9848215,"Shepherd Homes Group - Jason, Julia, and Judy",Washington Redfin Partner Agent,https://www.redfin.com/DC/Washington/38-Kings-Ct-SE-20003/home/166599024,Payne Elementary School,8,346
"105 6th St SE #202,","Washington, DC 20003","$255,000",—,1,362,"CAPITOL HILL Location! Great walking neighborhood awaits you! Home offers a quiet retreat conveniently located just steps of Capitol Hill, National Mall, Eastern Market, restaurants, shopping and entertainment. This sun-filled home has soaring ceilings and its open floor plan is perfect for daily living. Gorgeous kitchen with granite counters, stainless steel appliances and built-in cabinetry. Updated bathroom. In-unit washer/dryer combo and also offers a free common laundry room to residents . A private serene backyard garden surrounded by trees with a fire pit, picnic table and grill where you can enjoy gatherings with family/friends or quiet time with your pet. Low condo fee of $387/month that includes heat, water, sewer, lawn maintenance, snow removal, management, trash, insurance and laundry.",Active,147 days,Condo,$387/month,1908,CAPITOL HILL,,DCDC2004044,"$255,000",$704,"$250,960",Condo/Unit,38.8883815,-76.9986419,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/105-6th-St-SE-20003/unit-202/home/12531557,Brent Elementary School,8,432
"218 7th St SE,","Washington, DC 20003","$3,995,000",—,—,—,"LARGE PRICE ADJUSTMENT! Multi- Unit Commercial Building w/ endless possibilities! Convert entire building to residential or keep as income generating mixed-use property! Prime location, Heart of Capitol Hill Historic District, Commercially Zoned 4 level Townhouse across from Historic Eastern Market. Mixed Use-Retail w/ potential to add significant value. Zoned MU-25. * Main Level & 1st Floor: Retail * 2nd Floor: Retail and Office (2 bathrooms) * 3rd Floor: Two (1) Bedroom 1.5 Bath Loft Apartments w/ exterior decks - 1 Vacant, 1 Month-to-Month 2 Parking Spaces in Rear. GBA 9,939SF, (as per DC OTR tax records) Ideal for Non-Profit, Lobbyists, Restaurants, Headquarters Bldg, Law Firm",Active,206 days,Multi-Family (2-4 Unit),,1969,CAPITOL HILL,"2,406 Sq. Ft.",DCDC519746,"$3,995,000",,"$3,481,068",Transitional,38.8867196,-76.9958297,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/218-7th-St-SE-20003/home/144661473,Brent Elementary School,8,432
"821 Virginia Ave SE,","Washington, DC 20003","$3,500,000",—,—,—,"Rarely available parcel of develop-able land w/ permissive zoning (NC-6). Develop residential or commercial w/ 45' height! • NC-6 Zoning allows for redevelopment into residential/condo/office of 45-foot height. • 6,059 SF Lot, with existing curb cut. • Neighboring Lots have been recently redeveloped into total of 66+ Units. • With FAR of 3.0 allowed under current zoning, possibility of developing 18,000+ SF by right. • Existing Tenant (Dog Daycare) pays $10,000+ per month. • Site is anchored between bustling 8th Street/Barracks Row and the Washington Navy Yard/Baseball Stadium trade area. Eastern Market Metro and Navy Yard Metro Stations within walking distance to subject property, less than 1 Mile. Proximity to 395 Freeway allows for fast accessibility to Virginia, Maryland. US Capitol within walking distance. • 2 buildings currently on Lot, property in Capitol Hill Historic District.",Active,220 days,Multi-Family (2-4 Unit),,1900,OLD CITY I,"6,059 Sq. Ft.",DCDC519254,"$3,500,000",,"$3,151,819",,38.8776911,-76.9940748,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/821-Virginia-Ave-SE-20003/home/175019380,Tyler Elementary School,7,512
"1107 SE 10th,","Washington, TX 20003","$189,900",—,—,—,Great opportunity for your purchasers/investors seeking land in highly sought after SE Washington DC. This 534 square foot lot is located off of M St. SE and I-695. See PLAT for dimensions. Just a short drive away from the United States Capitol. The Washington Navy yard is 2 blocks away.,Active,589 days,Lots,,,,,66567364,"$189,900",,"$188,826",,38.876891,-76.99288,Christine Armintrout,Washington Redfin Partner Agent,https://www.redfin.com/DC/Washington/1107-10th-St-SE-20003/home/143771065,Van Ness Elementary School,7,270
"631 D St NW #641,","Washington, DC 20004","$689,500",2,2.5,"1,160","Positioned in the coveted Penn Quarter neighborhood, this 2-level unit is an urban dweller’s paradise offering you the best that DC has to offer at your doorstep. There's no shortage of events to entertain you nearby, including sports, concerts, and special events at the CapitalOne Arena and Verizon Center. -------------------------------------- If you're looking for a great place to enjoy some delicious food, you’ll be hard-pressed to find a better place than this block; not only does it boast the James Beard Award winning restaurant Rasika, but the Michelin Guide Bib Gourmands award winning restaurants Oyamel & Jaleo as well! -------------------------------------- When you're looking for a new place to live, it's not just about finding the right neighborhood. .. The Lafayette and Clara Barton luxury condos will make you feel like royalty. Offering an array of amenities such as 24-hour concierge and dry cleaning service, movie theater room with leather reclining seats, two fully outfitted fitness centers with new equipment, a business center with workstations, a sleek conference room, and finally, a party room with kitchen, pool table, and a flat screen TV. -------------------------------------- Craving some fresh air? Find your way to the award-winning roof deck and find stunning 360-degree DC views. The rooftop offers a sparkling pool, grilling area, and abundant seating. Head to the courtyard where a fountain adds peaceful ambience to the large green oasis. -------------------------------------- This contemporary, pet-friendly DC condo is the ideal place to call home. With freshly painted walls and pre-listing inspection repairs already complete, this is the perfect opportunity for a savvy new homeowner. -------------------------------------- You'll be the envy of all your friends with this amazing open concept living space, high ceilings, and gleaming cherry hardwood floors. Large west-facing windows provide cityscape views as well as plenty of natural light to fill the space, creating a bright and airy feeling in this home. -------------------------------------- The chic kitchen is the perfect place to try your hand at new recipes; it boasts stainless steel appliances, granite countertops, and ceramic tile backsplash. Enjoy your morning coffee at the breakfast bar, perfect for quick meals and homework. A built-in home office is tucked under the staircase with plenty of storage to keep everything organized. -------------------------------------- Upstairs there are two large bedrooms connected by a breezy landing. The primary bedroom suite has two large windows to let in plenty of light, there is a walk-in closet as well as two wall closets. The sleek primary bathroom includes an extra large soaking tub that will leave you feeling relaxed after a long day! -------------------------------------- You'll be able to invite your out-of town friends over in style with the well proportioned second bedroom, which offers plenty of space and a full guest bathroom! And of course, for hectic days when every extra second counts, an in-unit stackable washer-dryer on the bedroom floor will be a welcome convenience! -------------------------------------- With a walk score of 97, there is no need to worry about finding parking or driving in traffic, you’re already “there”. It is an easy walk to Metro Center and the Gallery Place shops, and a two-minute walk to either the Archives Metro Station or the Judiciary Square Metro Station. Have a car? This condo provides easy accessibility for any commuter. Indoor garage parking is available to rent below the building, with direct access elevators. ($275/month). -------------------------------------- Want to explore historic DC? The Smithsonian National Mall is a 3-minute walk and runners (and non-runners alike) can embark on an adventure through America’s heritage from the Capitol Building to the Lincoln Memorial. You’ll never run out of things to see or do!",Active,16 hours,Condo,$971/month,2004,CENTRAL,,DCDC2023322,"$689,500",$594,"$690,111",Contemporary,38.8950545,-77.0211825,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/631-D-St-NW-20004/unit-641/home/10342618,Thomson Elementary School,6,331
"801 Pennsylvania Ave NW #1208,","Washington, DC 20004","$499,000",1,1,536,"The Residence at Market Square is a trophy building at the Navy Memorial across from the National Archives on Pennsylvania Ave. The Residences at Market Square comprise of the top four floors of which there are only105 units. Market Square overlooks the iconic fountains at the Navy Memorial where ceremonies and concerts take place yearround. The Penn Quarte/Archives Metro is on site. And, just minutes to National Reagan Airport and to Union Station. The condo unit has floor to ceiling windows with French doors leading to a private balcony with iconic views of Pennsylvania Ave, the Washington Monument and Ben Franklin clock tower. Views also include the 4th of July fireworks and nightly sunsets. Whether sitting in your living room or balcony the views are breathtaking -- yearround. This property has been meticulously cleaned, restored and updated with a completely renovated bath and updated kitchen s/s appliances. Residents have access to the furnished roof deck’s heated pool and cooking systems. The views are 360 of Washington DC. Plus, extra storage on the 10th floor. Unit amenities include DC public water, roof deck pool and fitness room. The residence lobby has 24/7 security, and a 9-5 manager on site. Garage parking is available with direct elevator access ($265 month extra). Market Square is located halfway between the US Capitol and White House, and near the DC government district. Shopping and dining is nearby from City Center's highend shopping to the boutiques on the 7th Street corridor, where top named steak houses, Italian restaurants, coffee shops, and Chinatown dining is infinite. Move in fees apply. Go show anytime, Sentrilock on door.",Active,10 days,Condo,$710/month,1990,CENTRAL,,DCDC2021188,"$499,000",$931,"$492,759",,38.8942061,-77.0236114,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/801-Pennsylvania-Ave-NW-20004/unit-1208/home/9878477,Thomson Elementary School,6,331
"675 E St NW #230,","Washington, DC 20004","$599,000",1,1,900,"Stunning unit at the impeccable Terrell Place in DC’s famous Penn Quarter. Chic city living living in a boutique 29-unit building with elevator, exercise room and concierge all just steps from the Capital One Arena, the National Mall, CityCenter shopping, theaters, and a huge selection of DC's best restaurants! Bright and airy with enormous south-facing windows affording incredible city views. Hardwoods throughout, 9+ ceilings, recessed lighting, SS appliances and granite counters. Large bedroom with oversized closets, in-unit washer/dryer plus private storage room. Freshly painted and turnkey. Rental parking in building available.",Active,18 days,Condo,$608/month,2003,CENTRAL,,DCDC2021418,"$599,000",$666,"$595,999",Contemporary,38.8963343,-77.0215057,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/675-E-St-NW-20004/unit-230/home/10189843,Thomson Elementary School,6,331
"915 E St NW #504,","Washington, DC 20004","$319,900",—,1,508,"Wonderful efficiency unit in the heart of Washington DC! Penn Quarter location. Bamboo hardwood floors, granite countertops, SS appliances, maple cabinets, Washer/Dryer in unit. No commuting! Near 5 Metro stations! Enjoy building amenities: 24 hour concierge, fitness center, party room, roof deck. Minutes to Mall, museums, restaurants, etc. Great Value !",Active,17 days,Condo,$417/month,2006,CENTRAL,,DCDC2021568,"$319,900",$630,"$315,967",Contemporary,38.896553,-77.024757,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/915-E-St-NW-20004/unit-504/home/21646996,Thomson Elementary School,6,331
"801 Pennsylvania Ave NW #1014,","Washington, DC 20004","$499,000",1,1,496,"Located between the White House and The Capitol, condos at the Market Square West remain one of the best values in the city. In addition to its PRIME LOCATION, the unit offers brand new hardwood floors and neutral paint color, in-unit stacked washer and dryer, open kitchen, great closet space and PRIVATE large BALCONY to enjoy MAGNIFICENT VIEWS of the Washington Monument and beyond. The PET-FRIENDLY building also has 24hr front desk, on-site management, endless 360 panoramic views from the ROOFTOP, grill, swimming pool, and recently renovated FITNESS CENTER with new workout equipment. Bonus: The unit is located just a few doors down from the gym and around the corner from your personal storage space. And the building is just around the corner from the many shops and restaurants of Penn Quarter, National Mall, museums, Metro, and most major government agencies. Note: Virtual Staging - Vacant",Active,32 days,Condo,$561/month,1990,CENTRAL,,DCDC2019314,"$499,000","$1,006","$485,814",Contemporary,38.8942061,-77.0236114,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/801-Pennsylvania-Ave-NW-20004/unit-1014/home/9878375,Thomson Elementary School,6,331
"631 D St NW #1126,","Washington, DC 20004","$667,500",2,1,"1,140","FOR SALE: A SUNNY, SOUTH and EAST Facing, Spacious 2 Bedroom, 1 Bathroom Home, with an Gas Fireplace, a Walkout Balcony and Floor to Ceiling Windows is now available for sale in the Clara Barton - Lafayette Condominiums. The home has Engineered Hardwood Flooring in the Living Room, Hallways, and Bedrooms. The home has Tile Flooring in the Kitchen, Laundry Room, Foyer and Bathroom. The Kitchen has a Black Dishwasher, a Black Microwave, a Black Gas Range and Oven, and a Black Double Door Fridge with a Water and Ice Dispenser. There are also Black Granite Countertops, and a Tiled Backsplash. There is a Large Closet in the Foyer, and a Double Closet in the Primary Bedroom. The Bathroom has an Extra wide Garden bathtub that is great for hot water soaking. Finally, the home has access to high-speed (300/300 mbps) , low cost ($50/mo) internet through a provider () that is using the fiber optic infrastructure that was originally installed in the building by the developer. BUILDING FEATURES: Building features: Rooftop pool, professional grade grill, dining areas with views of the Washington Monument, Capitol, and July 4th fireworks. 2 Fully outfitted fitness center with new equipment. Secure building with 24/7 front desk; concierge and dry cleaning service. Party room with flat screen TV. Business center. Movie theater room available for tenant use. Quiet, landscaped interior courtyard. Indoor garage parking available below the building, with direct access elevators. ($275/month). NEIGHBORHOOD FEATURES: The Clara Barton and Lafayette Condominiums are an exclusive, full-amenity residential community, situated in the vibrant, historic Penn Quarter neighborhood. It is located only a few blocks from the National Mall, so you can wander through the Smithsonian Museums, enjoy coffee at the Portrait Gallery, have lunch at the Sculpture Garden, stroll through the Botanical Gardens, shop in the heart of the retail district, dine at one of many award-winning local restaurants, enjoy free summer concerts at Navy Memorial, or take in a show at many local theater or playhouses -- it is all within walking distance! There are three metro stations nearby (Gallery Place, Archives and Judiciary Square) and we are just mere blocks to two highway underpasses that will take you onto 695 that connects to 395 (for access to VA) and 295 for (for access to MD). The Condo's location provides unrivaled access to the very best of what the Capital City has to offer.",Active,46 days,Condo,$706/month,2004,CENTRAL,,DCDC2017516,"$667,500",$586,"$656,068",,38.8950545,-77.0211825,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/631-D-St-NW-20004/unit-1126/home/10342720,Thomson Elementary School,6,331
"701 Pennsylvania Ave NW #1201,","Washington, DC 20004","$624,950",1,1,769,"Spectacular corner unit on 12th floor, with TWO huge covered balconies perfect for entertaining, with great views and a wall of windows on two sides. Master bedroom suite has separate balcony access and connects to large bath with multiple closets and washer/dryer in the bathroom. Hardwood floors throughout. The Kitchen is open with breakfast bar. Please call to take a look. The Market Square Condo is a trophy luxury building with fantastic roof deck with a heated pool and spectacular views. The building is wonderfully located across from the Department of Justice, National Archives and the National Portrait Gallery, with Metro only a block away. Building is very secure with 24/7 desk and on-site manager. Rental parking is available in the attached garage. DC Metro ( Archives-Navy Memorial-Penn Quarter) Station is adjacent to the building. Quick occupancy .",Active,60 days,Condo,"$1,439/month",1991,CENTRAL,,DCDC2000079,"$624,950",$813,"$613,570",,38.8945661,-77.0225318,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/701-Pennsylvania-Ave-NW-20004/unit-1201/home/9878703,Thomson Elementary School,6,331
"916 G St NW #1001,","Washington, DC 20001","$1,299,000",2,2,"1,477","This contemporary duplex penthouse is ideally located in historic Mather Studios, an impressive Penn Quarter condominium building originally built in 1917 and fully restored and renovated in 2003 by PN Hoffman. Originally created as an office building and movie film storage facility, the gothic-revival terra cotta building has maintained its historic façade, but undertaken a complete transformation over the years to now include commercial space, artist residences on floors 2 and 3, and condominium residences on the upper levels. This spectacular top-floor unit offers two levels of exceptionally designed open living space with features including soaring 12’ ceilings, oversized windows, exposed brick walls, and poured concrete floors. The main living area has six large windows, providing an abundance of natural sunlight to the open living room, dining room, and gourmet kitchen. The chef’s kitchen is well-appointed with high-end stainless-steel appliances including a Bosch dishwasher, Viking oven and range, and Subzero refrigerator and freezer. It opens to the dining room and then to the expansive living room. The primary bedroom has terrific closet space and a spa-inspired en-suite marble bathroom with dual vanities and a walk-in frameless glass shower. There is a second bedroom and an additional marble bathroom nearby, which can be accessed from the main living area. There is also laundry and storage space on the main level. The second floor offers a wonderful loft space with a wet bar and wine refrigerator, an ideal place for entertaining. The loft directly accesses the private wrap-around terrace, which provides impressive panoramic views of downtown Washington. This condominium is in a desirable downtown location just a block from the Gallery Place Metro station and two blocks from Metro Center, Capital One Arena, and the upscale restaurants and shops of City Center. Two-car tandem parking is also included as part of this exceptional offering.",Active,87 days,Condo,"$1,295/month",2002,CENTRAL,,DCDC2011600,"$1,299,000",$879,,Contemporary,38.8980051,-77.024916,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/916-G-St-NW-20001/unit-1001/home/10189818,Thomson Elementary School,6,331
"916 G St NW #402,","Washington, DC 20001","$700,000",2,2,"1,280","Location, Location, Location! Welcome to Mather Studios located in the heart of Downtown Washington! This custom top-to-bottom rejuvenated building boasts modern architectural distinctives such as soaring 10' concrete floors & ceilings, stunning exposed brickwork and wide oversized windows - all in an unbeatable location. Reminiscent of the iconic style of a New York city loft, the open floor plan offers seamless transitions between kitchen, dining and living areas - ideal for entertaining. Chef's kitchen featuring granite countertops, stainless steel appliances, and upgraded lighting. Step through to the enormous primary bedroom which easily accommodates a king-sized bed along with plenty of extra space for exercise equipment or a comfortable seating area. The spacious second bedroom can serve a myriad of functions - an in-home office, art studio, or guest bedroom. Storage abounds, including upgraded closet built-ins. Frameless glass doors adorn the well-proportioned, spa-like bathrooms. Brand new in-unit laundry machines round out this urban gem. Centrally-located mere steps to Chinatown and City-Center's innumerable restaurants, galleries, and all that city-life has to offer. With over 1,300 sqft of living area, this condo is priced To Sell! Don't delay!",Active,89 days,Condo,$715/month,2002,CENTRAL,,DCDC2012088,"$700,000",$547,"$684,351",Condo/Unit,38.8980051,-77.024916,Rory Obletz,Washington Redfin Agent,https://www.redfin.com/DC/Washington/916-G-St-NW-20001/unit-402/home/10189745,Thomson Elementary School,6,331
